gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgRevenuePerMonth,IsNewCustomer,ChargesPerServiceYear,Cluster,Segment,Recommendation,ChurnProbability,ChurnProbabilityPercent,RiskCategory,RevenueAtRisk,EstimatedCLV,PriorityScore
Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,0,24.806382978723406,0,299.4,1,High Risk Customers,Offer retention discount,0.014258946,1.4258946,Low,0.3557607099879533,1147.7,408.306566853174
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,1,24.975,1,599.4000000000001,1,High Risk Customers,Offer retention discount,0.2930075,29.300749,Low,14.635724276304245,49.95,731.054427601397
Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,1,67.56521739130434,0,831.0,2,New Customers,Onboarding campaign,0.76321226,76.32123,High,52.852449253201485,1523.5,80520.70643725246
Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,0,100.08673469387755,0,1230.0,0,Premium Customers,Provide VIP benefits,0.016786199,1.6786199,Low,1.7205854039639235,4920.0,8465.280187502503
Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,0,86.65461538461538,0,1038.6,0,Premium Customers,Provide VIP benefits,0.007561395,0.7561395,Low,0.654438732471317,5539.2,3625.067026905119
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,0,22.51027397260274,0,291.6,1,High Risk Customers,Offer retention discount,0.001572332,0.1572332,Low,0.0382076674955897,1749.6000000000001,66.84813505028374
Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,0,56.965384615384615,0,700.2,2,New Customers,Onboarding campaign,0.13389851,13.389852,Low,7.81297814771533,700.2,5470.647299030275
Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,1,91.93,0,1131.0,0,Premium Customers,Provide VIP benefits,0.52078253,52.078255,Medium,49.0837534815073,3204.5,157288.88803149015
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888.2,0,66.96164383561644,0,825.0,0,Premium Customers,Provide VIP benefits,0.005053715,0.5053715,Low,0.3474428958725184,4950.0,1719.8423345689662
Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,0,81.34166666666667,0,1029.6,2,New Customers,Onboarding campaign,0.39315587,39.315586,Low,33.73277388811111,2488.2,83933.88798839806
Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,620.55,0,18.251470588235293,0,241.20000000000002,1,High Risk Customers,Offer retention discount,0.0038611216,0.38611215,Low,0.07760854416992516,663.3000000000001,51.47774734791136
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,0,10.175,1,244.20000000000002,1,High Risk Customers,Offer retention discount,0.5840299,58.402992,Medium,11.885008728504182,20.35,241.85992762506012
Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,6840.95,0,108.58650793650793,0,1329.6,0,Premium Customers,Provide VIP benefits,0.06038028,6.038028,Low,6.690135025978088,6869.599999999999,45958.55157445907
Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,1,71.45714285714286,0,876.0,2,New Customers,Onboarding campaign,0.32505682,32.505684,Low,23.7291479408741,2993.0,71021.33978703618
Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,1,96.21846153846154,0,1200.6,0,Premium Customers,Provide VIP benefits,0.37523764,37.523766,Low,37.54252625405788,6403.2,240392.30410998344
Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,319.6,0,63.92,1,994.1999999999999,2,New Customers,Onboarding campaign,0.5386982,53.86982,Medium,44.63114557266235,331.4,14790.7616427803
Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,0,77.52199999999999,0,1012.1999999999999,2,New Customers,Onboarding campaign,0.44215766,44.215767,Medium,37.29599827975034,2024.3999999999999,75502.01891752658
Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,294.5,0,19.633333333333333,0,234.60000000000002,1,High Risk Customers,Offer retention discount,0.026786791,2.6786792,Low,0.5236817671917379,273.7,143.33169968037865
Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,0,14.575,1,239.39999999999998,1,High Risk Customers,Offer retention discount,0.10901491,10.901491,Low,2.174847523123026,59.849999999999994,130.16462425891308
Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,1,88.57000000000001,1,1197.6,2,New Customers,Onboarding campaign,0.85027593,85.027596,Critical,84.8575381875038,399.2,33875.12924445152
Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553.0,1,29.105263157894736,0,420.0,1,High Risk Customers,Offer retention discount,0.50113505,50.113506,Medium,17.53972679376602,630.0,11050.027880072594
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,0,60.71666666666667,1,795.0,2,New Customers,Onboarding campaign,0.2767028,27.670279,Low,18.33155993372202,530.0,9715.72676487267
Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,0,22.141666666666666,0,279.6,1,High Risk Customers,Offer retention discount,0.022201736,2.2201736,Low,0.5173004377633333,815.5,421.85850699599837
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,1,38.0,1,912.0,2,New Customers,Onboarding campaign,0.9443284,94.432846,Critical,71.76896047592163,76.0,5454.440996170044
Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,0,24.982089552238804,0,303.6,1,High Risk Customers,Offer retention discount,0.0037062562,0.37062562,Low,0.09376828086096793,1669.8,156.57427538164424
Male,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,0,38.16111111111111,1,534.5999999999999,1,High Risk Customers,Offer retention discount,0.01570079,1.570079,Low,0.6994701574556529,356.4,249.29116411719468
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,0,102.94791666666667,0,1249.1999999999998,0,Premium Customers,Provide VIP benefits,0.056668583,5.666858,Low,5.899199521914124,7391.099999999999,43601.57358641948
Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,0,91.79545454545455,0,1110.6,0,Premium Customers,Provide VIP benefits,0.31625974,31.625975,Low,29.2698391020298,3979.65,116483.71518239289
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,1,56.949999999999996,1,1126.1999999999998,2,New Customers,Onboarding campaign,0.98313373,98.31337,Critical,92.26710086762904,187.7,17318.53483285397
Male,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,0,98.28666666666666,0,1217.4,2,New Customers,Onboarding campaign,0.3389765,33.89765,Low,34.389166170358656,2942.05,101174.6463315037
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,1,81.775,0,1011.5999999999999,2,New Customers,Onboarding campaign,0.5981898,59.818977,Medium,50.42739771008491,1264.5,63765.44440440237
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,6078.75,0,92.10227272727273,0,1134.6,0,Premium Customers,Provide VIP benefits,0.030811813,3.0811813,Low,2.913256893493235,6145.75,17904.14855318605
Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418.2,0,94.94999999999999,0,1146.0,0,Premium Customers,Provide VIP benefits,0.18648408,18.648409,Low,17.809229977428913,3342.5,59527.35119955614
Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,0,101.59692307692308,0,1203.6,0,Premium Customers,Provide VIP benefits,0.14118038,14.118038,Low,14.160392232239246,6419.2,90898.38981719017
Female,0,Yes,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,0,53.67627118644068,0,666.0,0,Premium Customers,Provide VIP benefits,0.016913557,1.6913557,Low,0.9387024370953441,3219.0,3021.6831450099126
Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,0,45.56578947368421,0,598.2,1,High Risk Customers,Offer retention discount,0.1932293,19.32293,Low,9.632480742782354,897.3000000000001,8643.224970498606
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,0,93.72205882352942,0,1074.6,0,Premium Customers,Provide VIP benefits,0.13442306,13.4423065,Low,12.037585220485925,5999.849999999999,72223.70568513247
Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,1177.05,0,18.39140625,0,229.79999999999998,1,High Risk Customers,Offer retention discount,0.015797427,1.5797427,Low,0.3025207255966961,1206.4499999999998,364.976129396134
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,0,98.12704918032787,0,1197.6,0,Premium Customers,Provide VIP benefits,0.48752308,48.752308,Medium,48.65480327606201,5988.0,291344.9620170593
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,1,73.25,1,1012.8000000000001,2,New Customers,Onboarding campaign,0.7675344,76.75344,High,64.77990126609802,759.6,49206.81300172806
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,0,110.83169014084507,0,1356.6,0,Premium Customers,Provide VIP benefits,0.012312848,1.2312849,Low,1.391967480070889,7913.5,11015.33465354098
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,1,94.003125,0,1213.1999999999998,2,New Customers,Onboarding campaign,0.90303177,90.30318,Critical,91.29651158452033,1516.5,138451.15981792507
Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,936.7,0,19.116326530612245,0,239.39999999999998,1,High Risk Customers,Offer retention discount,0.009056599,0.9056599,Low,0.18067914764396845,957.5999999999999,173.01835178386418
Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,0,57.03076923076923,0,889.8000000000001,2,New Customers,Onboarding campaign,0.20762126,20.762127,Low,15.395116538554431,889.8000000000001,13698.574696005733
Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585.2,0,91.46111111111111,0,1104.0,0,Premium Customers,Provide VIP benefits,0.014341795,1.4341795,Low,1.3194451294839382,6532.0,8618.615585789084
Male,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,3122.4,0,69.38666666666667,0,886.1999999999999,0,Premium Customers,Provide VIP benefits,0.24182318,24.182318,Low,17.858641954511402,3249.3999999999996,58029.871166989346
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,1,25.225,1,605.4000000000001,1,High Risk Customers,Offer retention discount,0.7132607,71.32607,High,35.98400283157826,50.45,1815.3929428531233
Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,1088.25,0,23.657608695652176,0,293.4,1,High Risk Customers,Offer retention discount,0.008205043,0.8205043,Low,0.20061330506578087,1100.25,220.7247888986254
Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,615.35,0,25.639583333333334,0,297.6,1,High Risk Customers,Offer retention discount,0.10891825,10.891825,Low,2.7011725902557373,570.4,1540.7488454818724
Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,2908.2,0,66.09545454545454,0,778.1999999999999,2,New Customers,Onboarding campaign,0.039819773,3.9819772,Low,2.5823122976347803,2788.5499999999997,7200.906957569466
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739.9,0,20.552777777777777,0,249.0,1,High Risk Customers,Offer retention discount,0.09362874,9.362874,Low,1.94279639236629,726.25,1410.9558799560182
Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,593.85,0,59.385000000000005,1,827.4000000000001,2,New Customers,Onboarding campaign,0.033853736,3.3853736,Low,2.3342150816693903,620.5500000000001,1448.4971689299402
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,1,87.13461538461539,0,1199.4,2,New Customers,Onboarding campaign,0.92825913,92.82591,Critical,92.77950047254562,1199.4,111279.73286677123
Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,0,109.50681818181818,0,1312.8000000000002,0,Premium Customers,Provide VIP benefits,0.036592036,3.6592035,Low,4.0031687915325165,7111.0,28466.533276587725
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,1,64.53333333333333,1,1096.8000000000002,2,New Customers,Onboarding campaign,0.9621145,96.21145,Critical,87.9372664809227,182.8,16074.932312712672
Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,0,46.11964285714286,0,588.0,1,High Risk Customers,Offer retention discount,0.043923166,4.3923163,Low,2.1522351168096066,1323.0,2847.4070595391095
Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,0,49.354878048780485,0,603.0,1,High Risk Customers,Offer retention discount,0.026775781,2.6775782,Low,1.3454829985275865,2010.0,2704.420827040449
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,1,58.275,1,906.5999999999999,2,New Customers,Onboarding campaign,0.6375663,63.756634,High,48.16813608407974,377.75,18195.51340576112
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,0,17.105555555555554,1,238.79999999999998,1,High Risk Customers,Offer retention discount,0.020505419,2.0505419,Low,0.4080578381195664,159.2,64.96280782863496
Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,0,92.52203389830508,0,1173.6,0,Premium Customers,Provide VIP benefits,0.33369854,33.369854,Low,32.635717302560806,5672.4,185122.8428270459
Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,0,98.95188679245283,0,1203.6,0,Premium Customers,Provide VIP benefits,0.08758148,8.758148,Low,8.78442224934697,5215.599999999999,45816.03268369406
Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,0,38.6375,1,669.5999999999999,2,New Customers,Onboarding campaign,0.3719439,37.19439,Low,20.75446912050247,167.39999999999998,3474.298130772113
Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,0,107.31309523809523,0,1333.8000000000002,0,Premium Customers,Provide VIP benefits,0.064705744,6.4705744,Low,7.1920434884727005,4557.150000000001,32775.22098349337
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,0,96.75952380952381,0,1182.6,2,New Customers,Onboarding campaign,0.61903167,61.903168,High,61.0055708527565,1971.0,120241.98015078306
Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,0,25.025,1,600.5999999999999,1,High Risk Customers,Offer retention discount,0.30242506,30.242506,Low,15.136374087631701,50.05,757.5755230859666
Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,1,66.49,1,969.5999999999999,2,New Customers,Onboarding campaign,0.8204311,82.04311,Critical,66.29083395004272,323.2,21425.19753265381
Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,473.9,0,19.745833333333334,0,250.20000000000002,1,High Risk Customers,Offer retention discount,0.08218948,8.218947,Low,1.713650615885854,479.55,821.7811528480613
Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,0,15.257142857142856,1,234.0,1,High Risk Customers,Offer retention discount,0.18666874,18.666874,Low,3.6400404050946236,117.0,425.88472739607096
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,152.6,0,16.955555555555556,1,232.20000000000002,1,High Risk Customers,Offer retention discount,0.0299046,2.99046,Low,0.578654014505446,154.8,89.57564144544304
Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,0,63.126315789473686,0,834.0,2,New Customers,Onboarding campaign,0.02346463,2.346463,Low,1.6307917451485991,1251.0,2040.1204731808975
Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,0,48.20849056603774,0,585.5999999999999,1,High Risk Customers,Offer retention discount,0.09998442,9.998443,Low,4.879239809513091,2537.6,12381.55894062042
Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,0,93.1,0,1134.0,2,New Customers,Onboarding campaign,0.28872427,28.872427,Low,27.284443840384483,2929.5,79929.77823040634
Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,654.85,0,21.828333333333333,0,247.79999999999998,1,High Risk Customers,Offer retention discount,0.040006563,4.000656,Low,0.8261355273425578,598.8499999999999,494.7312605490907
Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,0,103.63243243243244,0,1272.6,0,Premium Customers,Provide VIP benefits,0.030782215,3.0782216,Low,3.2644539322704076,3817.7999999999997,12463.032222621961
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,1,90.27941176470588,0,1200.0,2,New Customers,Onboarding campaign,0.9057161,90.57161,Critical,90.57161211967468,1600.0,144914.5793914795
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,0,106.65465116279069,0,1299.6,0,Premium Customers,Provide VIP benefits,0.5435743,54.357426,Medium,58.869093829393385,4548.599999999999,267771.9601923787
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,1,10.275,1,246.60000000000002,1,High Risk Customers,Offer retention discount,0.2883778,28.83778,Low,5.926163618266583,20.55,121.78266235537828
Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,5941.05,0,97.39426229508197,0,1195.8000000000002,0,Premium Customers,Provide VIP benefits,0.020857109,2.0857108,Low,2.0784108876250684,5979.0,12426.818697110284
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,1,70.69166666666666,1,1023.5999999999999,2,New Customers,Onboarding campaign,0.878938,87.8938,Critical,74.97341304421424,426.5,31976.160663357372
Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,0,97.17173913043477,0,1150.8000000000002,2,New Customers,Onboarding campaign,0.24647984,24.647984,Low,23.63741656839848,2109.8,49870.221476007115
Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,0,18.02027027027027,0,240.0,1,High Risk Customers,Offer retention discount,0.0056691766,0.56691766,Low,0.11338353157043457,720.0,81.63614273071289
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,1,56.2,1,844.8000000000001,2,New Customers,Onboarding campaign,0.72814566,72.81457,High,51.2614543914795,281.6,14435.225556640627
Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,0,54.779999999999994,1,779.4000000000001,2,New Customers,Onboarding campaign,0.059890807,5.9890804,Low,3.889907893538475,584.5500000000001,2273.845659167916
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,0,37.3,1,895.1999999999999,2,New Customers,Onboarding campaign,0.21209787,21.209787,Low,15.822500976920127,74.6,1180.3585728782414
Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,0,43.934615384615384,0,590.4000000000001,1,High Risk Customers,Offer retention discount,0.24168074,24.168074,Low,11.890692472457886,590.4000000000001,7020.264835739137
Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,0,73.19166666666666,0,885.0,2,New Customers,Onboarding campaign,0.1235534,12.35534,Low,9.112063450738788,1696.25,15456.337628315669
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,0,90.97539682539683,0,1107.6,0,Premium Customers,Provide VIP benefits,0.058547053,5.8547053,Low,5.40389303676784,5722.599999999999,30924.31829220764
Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,1,91.46184210526316,0,1185.6,0,Premium Customers,Provide VIP benefits,0.5724967,57.249672,Medium,56.56267516613006,3655.6,206770.51533730506
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,0,17.427777777777777,1,230.39999999999998,1,High Risk Customers,Offer retention discount,0.0143027995,1.43028,Low,0.2746137499809265,153.6,42.18067199707031
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,0,83.85,0,1063.8000000000002,2,New Customers,Onboarding campaign,0.13000414,13.000414,Low,11.524866811931133,2748.15,31672.062729208545
Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,1,64.05357142857143,0,892.8000000000001,2,New Customers,Onboarding campaign,0.4225724,42.25724,Medium,31.43938686847687,967.2,30408.17497919083
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,1,96.292,0,1185.0,2,New Customers,Onboarding campaign,0.8583461,85.83461,Critical,84.76167783141136,2370.0,200885.17646044493
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,0,96.8836956521739,0,1151.4,0,Premium Customers,Provide VIP benefits,0.2865321,28.65321,Low,27.492755380272865,4317.75,118706.84454317317
Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,0,99.985,0,1264.8000000000002,0,Premium Customers,Provide VIP benefits,0.020875817,2.0875816,Low,2.2003111291676762,7272.6,16001.982717984843
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,0,12.266666666666666,1,243.0,1,High Risk Customers,Offer retention discount,0.16456625,16.456625,Low,3.332466535270214,40.5,134.96489467844367
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,1,105.60806451612903,0,1272.0,0,Premium Customers,Provide VIP benefits,0.05191385,5.191385,Low,5.502868101000786,6466.0,35581.54514107108
Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,1,103.48571428571428,0,1256.4,0,Premium Customers,Provide VIP benefits,0.90734667,90.734665,Critical,94.99919591546059,4292.7,407803.0483062976
